# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2030,461.551,3.6817
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2031,463.584,3.71648
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2032,465.652,3.75109
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2033,467.742,3.78532
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2034,469.854,3.81909
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2035,471.988,3.85238
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2036,474.145,3.88517
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2037,476.322,3.91743
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2038,478.521,3.94918
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2039,480.742,3.98041
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2040,482.984,4.01114
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2041,485.247,4.04097
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2042,487.517,4.07033
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2043,489.778,4.09922
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2044,492.032,4.12776
