# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1841,278.052,0.21538
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1842,278.052,0.229683
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1843,278.052,0.209017
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1844,278.052,0.197133
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1845,278.052,0.229033
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1846,278.052,0.260968
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1847,278.052,0.275439
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1848,278.052,0.281198
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1849,278.052,0.26617
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1850,278.052,0.243656
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1851,278.052,0.246047
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1852,278.052,0.263012
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1853,278.052,0.278781
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1854,278.052,0.287887
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1855,278.052,0.158061
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1856,278.052,-0.299171
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1857,278.052,-0.552253
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1858,278.052,-0.239277
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1859,278.052,0.0869792
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1860,278.052,0.20959
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1861,278.052,0.198166
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1862,278.052,0.113044
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1863,278.052,0.124268
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1864,278.052,0.206168
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1865,278.052,0.252189
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1866,278.052,0.270923
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1867,278.052,0.27884
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1868,278.052,0.278703
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1869,278.052,0.268129
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1870,278.052,0.261529
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1871,278.052,0.259123
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1872,278.052,0.244528
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1873,278.052,0.229275
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1874,278.052,0.236237
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1875,278.052,0.228678
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1876,278.052,0.187694
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1877,278.052,0.183819
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1878,278.052,0.216658
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1879,278.052,0.239557
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1880,278.052,0.254877
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1881,278.052,0.262428
